,SalesOrderID,OrderDate,ShipDate
18776,62435,2013-12-19,2013-12-26
18777,62436,2013-12-19,2013-12-26
18778,62437,2013-12-19,2013-12-26
18779,62438,2013-12-19,2013-12-26
18780,62439,2013-12-19,2013-12-26
18781,62440,2013-12-19,2013-12-26
18782,62441,2013-12-19,2013-12-26
18783,62442,2013-12-19,2013-12-26
18784,62443,2013-12-19,2013-12-26
18785,62444,2013-12-19,2013-12-26
18786,62445,2013-12-19,2013-12-26
18787,62446,2013-12-19,2013-12-26
18788,62447,2013-12-19,2013-12-26
18789,62448,2013-12-19,2013-12-26
18790,62449,2013-12-19,2013-12-26
18791,62450,2013-12-19,2013-12-26
18792,62451,2013-12-19,2013-12-26
18793,62452,2013-12-19,2013-12-26
18794,62453,2013-12-19,2013-12-26
18795,62454,2013-12-19,2013-12-26
18796,62455,2013-12-19,2013-12-26
18797,62456,2013-12-19,2013-12-26
18798,62457,2013-12-19,2013-12-26
18799,62458,2013-12-19,2013-12-26
18800,62459,2013-12-19,2013-12-26
18801,62460,2013-12-19,2013-12-26
18802,62461,2013-12-19,2013-12-26
18803,62462,2013-12-19,2013-12-26
18804,62463,2013-12-19,2013-12-26
18805,62464,2013-12-19,2013-12-26
18806,62465,2013-12-19,2013-12-26
18807,62466,2013-12-19,2013-12-26
18808,62467,2013-12-19,2013-12-26
18809,62468,2013-12-19,2013-12-26
18810,62469,2013-12-19,2013-12-26
18811,62470,2013-12-19,2013-12-26
18812,62471,2013-12-20,2013-12-27
18813,62472,2013-12-20,2013-12-27
18814,62473,2013-12-20,2013-12-27
18815,62474,2013-12-20,2013-12-27
18816,62475,2013-12-20,2013-12-27
18817,62476,2013-12-20,2013-12-27
18818,62477,2013-12-20,2013-12-27
18819,62478,2013-12-20,2013-12-27
18820,62479,2013-12-20,2013-12-27
18821,62480,2013-12-20,2013-12-27
18822,62481,2013-12-20,2013-12-27
18823,62482,2013-12-20,2013-12-27
18824,62483,2013-12-20,2013-12-27
18825,62484,2013-12-20,2013-12-27
18826,62485,2013-12-20,2013-12-27
18827,62486,2013-12-20,2013-12-27
18828,62487,2013-12-20,2013-12-27
18829,62488,2013-12-20,2013-12-27
18830,62489,2013-12-20,2013-12-27
18831,62490,2013-12-20,2013-12-27
18832,62491,2013-12-20,2013-12-27
18833,62492,2013-12-20,2013-12-27
18834,62493,2013-12-20,2013-12-27
18835,62494,2013-12-20,2013-12-27
18836,62495,2013-12-20,2013-12-27
18837,62496,2013-12-20,2013-12-27
18838,62497,2013-12-20,2013-12-27
18839,62498,2013-12-20,2013-12-27
18840,62499,2013-12-20,2013-12-27
18841,62500,2013-12-20,2013-12-27
18842,62501,2013-12-20,2013-12-27
18843,62502,2013-12-20,2013-12-27
18844,62503,2013-12-20,2013-12-27
18845,62504,2013-12-20,2013-12-27
18846,62505,2013-12-20,2013-12-27
18847,62506,2013-12-20,2013-12-27
18848,62507,2013-12-20,2013-12-27
18849,62508,2013-12-20,2013-12-27
18850,62509,2013-12-20,2013-12-27
18851,62510,2013-12-20,2013-12-27
18852,62511,2013-12-20,2013-12-27
18853,62512,2013-12-20,2013-12-27
18854,62513,2013-12-20,2013-12-27
18855,62514,2013-12-20,2013-12-27
18856,62515,2013-12-20,2013-12-27
18857,62516,2013-12-20,2013-12-27
18858,62517,2013-12-20,2013-12-27
18859,62518,2013-12-20,2013-12-27
18860,62519,2013-12-20,2013-12-27
18861,62520,2013-12-20,2013-12-27
18862,62521,2013-12-20,2013-12-27
18863,62522,2013-12-20,2013-12-27
18864,62523,2013-12-20,2013-12-27
18865,62524,2013-12-20,2013-12-27
18866,62525,2013-12-20,2013-12-27
18867,62526,2013-12-20,2013-12-27
18868,62527,2013-12-20,2013-12-27
18869,62528,2013-12-20,2013-12-27
18870,62529,2013-12-20,2013-12-27
18871,62530,2013-12-20,2013-12-27
18872,62531,2013-12-21,2013-12-28
18873,62532,2013-12-21,2013-12-28
18874,62533,2013-12-21,2013-12-28
18875,62534,2013-12-21,2013-12-28
18876,62535,2013-12-21,2013-12-28
18877,62536,2013-12-21,2013-12-28
18878,62537,2013-12-21,2013-12-28
18879,62538,2013-12-21,2013-12-28
18880,62539,2013-12-21,2013-12-28
18881,62540,2013-12-21,2013-12-28
18882,62541,2013-12-21,2013-12-28
18883,62542,2013-12-21,2013-12-28
18884,62543,2013-12-21,2013-12-28
18885,62544,2013-12-21,2013-12-28
18886,62545,2013-12-21,2013-12-28
18887,62546,2013-12-21,2013-12-28
18888,62547,2013-12-21,2013-12-28
18889,62548,2013-12-21,2013-12-28
18890,62549,2013-12-21,2013-12-28
18891,62550,2013-12-21,2013-12-28
18892,62551,2013-12-21,2013-12-28
18893,62552,2013-12-21,2013-12-28
18894,62553,2013-12-21,2013-12-28
18895,62554,2013-12-21,2013-12-28
18896,62555,2013-12-21,2013-12-28
18897,62556,2013-12-21,2013-12-28
18898,62557,2013-12-21,2013-12-28
18899,62558,2013-12-21,2013-12-28
18900,62559,2013-12-21,2013-12-28
18901,62560,2013-12-21,2013-12-28
18902,62561,2013-12-21,2013-12-28
18903,62562,2013-12-21,2013-12-28
18904,62563,2013-12-21,2013-12-28
18905,62564,2013-12-21,2013-12-28
18906,62565,2013-12-21,2013-12-28
18907,62566,2013-12-21,2013-12-28
18908,62567,2013-12-21,2013-12-28
18909,62568,2013-12-21,2013-12-28
18910,62569,2013-12-21,2013-12-28
18911,62570,2013-12-21,2013-12-28
18912,62571,2013-12-21,2013-12-28
18913,62572,2013-12-21,2013-12-28
18914,62573,2013-12-21,2013-12-28
18915,62574,2013-12-21,2013-12-28
18916,62575,2013-12-21,2013-12-28
18917,62576,2013-12-21,2013-12-28
18918,62577,2013-12-21,2013-12-28
18919,62578,2013-12-21,2013-12-28
18920,62579,2013-12-21,2013-12-28
18921,62580,2013-12-21,2013-12-28
18922,62581,2013-12-22,2013-12-29
18923,62582,2013-12-22,2013-12-29
18924,62583,2013-12-22,2013-12-29
18925,62584,2013-12-22,2013-12-29
18926,62585,2013-12-22,2013-12-29
18927,62586,2013-12-22,2013-12-29
18928,62587,2013-12-22,2013-12-29
18929,62588,2013-12-22,2013-12-29
18930,62589,2013-12-22,2013-12-29
18931,62590,2013-12-22,2013-12-29
18932,62591,2013-12-22,2013-12-29
18933,62592,2013-12-22,2013-12-29
18934,62593,2013-12-22,2013-12-29
18935,62594,2013-12-22,2013-12-29
18936,62595,2013-12-22,2013-12-29
18937,62596,2013-12-22,2013-12-29
18938,62597,2013-12-22,2013-12-29
18939,62598,2013-12-22,2013-12-29
18940,62599,2013-12-22,2013-12-29
18941,62600,2013-12-22,2013-12-29
18942,62601,2013-12-22,2013-12-29
18943,62602,2013-12-22,2013-12-29
18944,62603,2013-12-22,2013-12-29
18945,62604,2013-12-22,2013-12-29
18946,62605,2013-12-22,2013-12-29
18947,62606,2013-12-22,2013-12-29
18948,62607,2013-12-22,2013-12-29
18949,62608,2013-12-22,2013-12-29
18950,62609,2013-12-22,2013-12-29
18951,62610,2013-12-22,2013-12-29
18952,62611,2013-12-22,2013-12-29
18953,62612,2013-12-22,2013-12-29
18954,62613,2013-12-22,2013-12-29
18955,62614,2013-12-22,2013-12-29
18956,62615,2013-12-22,2013-12-29
18957,62616,2013-12-22,2013-12-29
18958,62617,2013-12-22,2013-12-29
18959,62618,2013-12-22,2013-12-29
18960,62619,2013-12-22,2013-12-29
18961,62620,2013-12-22,2013-12-29
18962,62621,2013-12-22,2013-12-29
18963,62622,2013-12-22,2013-12-29
18964,62623,2013-12-22,2013-12-29
18965,62624,2013-12-22,2013-12-29
18966,62625,2013-12-22,2013-12-29
18967,62626,2013-12-22,2013-12-29
18968,62627,2013-12-22,2013-12-29
18969,62628,2013-12-23,2013-12-30
18970,62629,2013-12-23,2013-12-30
18971,62630,2013-12-23,2013-12-30
18972,62631,2013-12-23,2013-12-30
18973,62632,2013-12-23,2013-12-30
18974,62633,2013-12-23,2013-12-30
18975,62634,2013-12-23,2013-12-30
18976,62635,2013-12-23,2013-12-30
18977,62636,2013-12-23,2013-12-30
18978,62637,2013-12-23,2013-12-30
18979,62638,2013-12-23,2013-12-30
18980,62639,2013-12-23,2013-12-30
18981,62640,2013-12-23,2013-12-30
18982,62641,2013-12-23,2013-12-30
18983,62642,2013-12-23,2013-12-30
18984,62643,2013-12-23,2013-12-30
18985,62644,2013-12-23,2013-12-30
18986,62645,2013-12-23,2013-12-30
18987,62646,2013-12-23,2013-12-30
18988,62647,2013-12-23,2013-12-30
18989,62648,2013-12-23,2013-12-30
18990,62649,2013-12-23,2013-12-30
18991,62650,2013-12-23,2013-12-30
18992,62651,2013-12-23,2013-12-30
18993,62652,2013-12-23,2013-12-30
18994,62653,2013-12-23,2013-12-30
18995,62654,2013-12-23,2013-12-30
18996,62655,2013-12-23,2013-12-30
18997,62656,2013-12-23,2013-12-30
18998,62657,2013-12-23,2013-12-30
18999,62658,2013-12-23,2013-12-30
19000,62659,2013-12-23,2013-12-30
19001,62660,2013-12-23,2013-12-30
19002,62661,2013-12-23,2013-12-30
19003,62662,2013-12-23,2013-12-30
19004,62663,2013-12-23,2013-12-30
19005,62664,2013-12-23,2013-12-30
19006,62665,2013-12-23,2013-12-30
19007,62666,2013-12-23,2013-12-30
19008,62667,2013-12-23,2013-12-30
19009,62668,2013-12-23,2013-12-30
19010,62669,2013-12-23,2013-12-30
19011,62670,2013-12-23,2013-12-30
19012,62671,2013-12-23,2013-12-30
19013,62672,2013-12-23,2013-12-30
19014,62673,2013-12-23,2013-12-30
19015,62674,2013-12-23,2013-12-30
19016,62675,2013-12-23,2013-12-30
19017,62676,2013-12-23,2013-12-30
19018,62677,2013-12-23,2013-12-30
19019,62678,2013-12-23,2013-12-30
19020,62679,2013-12-23,2013-12-30
19021,62680,2013-12-23,2013-12-30
19022,62681,2013-12-23,2013-12-30
19023,62682,2013-12-23,2013-12-30
19024,62683,2013-12-23,2013-12-30
19025,62684,2013-12-23,2013-12-30
19026,62685,2013-12-23,2013-12-30
19027,62686,2013-12-23,2013-12-30
19028,62687,2013-12-23,2013-12-30
19029,62688,2013-12-23,2013-12-30
19030,62689,2013-12-23,2013-12-30
19031,62690,2013-12-23,2013-12-30
19032,62691,2013-12-23,2013-12-30
19033,62692,2013-12-23,2013-12-30
19034,62693,2013-12-23,2013-12-30
19035,62694,2013-12-23,2013-12-30
19036,62695,2013-12-24,2013-12-31
19037,62696,2013-12-24,2013-12-31
19038,62697,2013-12-24,2013-12-31
19039,62698,2013-12-24,2013-12-31
19040,62699,2013-12-24,2013-12-31
19041,62700,2013-12-24,2013-12-31
19042,62701,2013-12-24,2013-12-31
19043,62702,2013-12-24,2013-12-31
19044,62703,2013-12-24,2013-12-31
19045,62704,2013-12-24,2013-12-31
19046,62705,2013-12-24,2013-12-31
19047,62706,2013-12-24,2013-12-31
19048,62707,2013-12-24,2013-12-31
19049,62708,2013-12-24,2013-12-31
19050,62709,2013-12-24,2013-12-31
19051,62710,2013-12-24,2013-12-31
19052,62711,2013-12-24,2013-12-31
19053,62712,2013-12-24,2013-12-31
19054,62713,2013-12-24,2013-12-31
19055,62714,2013-12-24,2013-12-31
19056,62715,2013-12-24,2013-12-31
19057,62716,2013-12-24,2013-12-31
19058,62717,2013-12-24,2013-12-31
19059,62718,2013-12-24,2013-12-31
19060,62719,2013-12-24,2013-12-31
19061,62720,2013-12-24,2013-12-31
19062,62721,2013-12-24,2013-12-31
19063,62722,2013-12-24,2013-12-31
19064,62723,2013-12-24,2013-12-31
19065,62724,2013-12-24,2013-12-31
19066,62725,2013-12-24,2013-12-31
19067,62726,2013-12-24,2013-12-31
19068,62727,2013-12-24,2013-12-31
19069,62728,2013-12-24,2013-12-31
19070,62729,2013-12-24,2013-12-31
19071,62730,2013-12-24,2013-12-31
19072,62731,2013-12-24,2013-12-31
19073,62732,2013-12-24,2013-12-31
19074,62733,2013-12-24,2013-12-31
19075,62734,2013-12-24,2013-12-31
19076,62735,2013-12-24,2013-12-31
19077,62736,2013-12-24,2013-12-31
19078,62737,2013-12-24,2013-12-31
19079,62738,2013-12-24,2013-12-31
19080,62739,2013-12-24,2013-12-31
19081,62740,2013-12-24,2013-12-31
19082,62741,2013-12-24,2013-12-31
19083,62742,2013-12-24,2013-12-31
19084,62743,2013-12-24,2013-12-31
19085,62744,2013-12-24,2013-12-31
19086,62745,2013-12-24,2013-12-31
19087,62746,2013-12-24,2013-12-31
19088,62747,2013-12-24,2013-12-31
19089,62748,2013-12-24,2013-12-31
19090,62749,2013-12-24,2013-12-31
19091,62750,2013-12-24,2013-12-31
19092,62751,2013-12-25,2014-01-01
19093,62752,2013-12-25,2014-01-01
19094,62753,2013-12-25,2014-01-01
19095,62754,2013-12-25,2014-01-01
19096,62755,2013-12-25,2014-01-01
19097,62756,2013-12-25,2014-01-01
19098,62757,2013-12-25,2014-01-01
19099,62758,2013-12-25,2014-01-01
19100,62759,2013-12-25,2014-01-01
19101,62760,2013-12-25,2014-01-01
19102,62761,2013-12-25,2014-01-01
19103,62762,2013-12-25,2014-01-01
19104,62763,2013-12-25,2014-01-01
19105,62764,2013-12-25,2014-01-01
19106,62765,2013-12-25,2014-01-01
19107,62766,2013-12-25,2014-01-01
19108,62767,2013-12-25,2014-01-01
19109,62768,2013-12-25,2014-01-01
19110,62769,2013-12-25,2014-01-01
19111,62770,2013-12-25,2014-01-01
19112,62771,2013-12-25,2014-01-01
19113,62772,2013-12-25,2014-01-01
19114,62773,2013-12-25,2014-01-01
19115,62774,2013-12-25,2014-01-01
19116,62775,2013-12-25,2014-01-01
19117,62776,2013-12-25,2014-01-01
19118,62777,2013-12-25,2014-01-01
19119,62778,2013-12-25,2014-01-01
19120,62779,2013-12-25,2014-01-01
19121,62780,2013-12-25,2014-01-01
19122,62781,2013-12-25,2014-01-01
19123,62782,2013-12-25,2014-01-01
19124,62783,2013-12-25,2014-01-01
19125,62784,2013-12-25,2014-01-01
19126,62785,2013-12-25,2014-01-01
19127,62786,2013-12-25,2014-01-01
19128,62787,2013-12-25,2014-01-01
19129,62788,2013-12-25,2014-01-01
19130,62789,2013-12-25,2014-01-01
19131,62790,2013-12-25,2014-01-01
19132,62791,2013-12-25,2014-01-01
19133,62792,2013-12-25,2014-01-01
19134,62793,2013-12-25,2014-01-01
19135,62794,2013-12-25,2014-01-01
19136,62795,2013-12-25,2014-01-01
19137,62796,2013-12-25,2014-01-01
19138,62797,2013-12-25,2014-01-01
19139,62798,2013-12-25,2014-01-01
19140,62799,2013-12-25,2014-01-01
19141,62800,2013-12-25,2014-01-01
19142,62801,2013-12-25,2014-01-01
19143,62802,2013-12-25,2014-01-01
19144,62803,2013-12-25,2014-01-01
19145,62804,2013-12-25,2014-01-01
19146,62805,2013-12-25,2014-01-01
19147,62806,2013-12-25,2014-01-01
19148,62807,2013-12-25,2014-01-01
19149,62808,2013-12-25,2014-01-01
19150,62809,2013-12-25,2014-01-01
19151,62810,2013-12-25,2014-01-01
19152,62811,2013-12-25,2014-01-01
19153,62812,2013-12-25,2014-01-01
19154,62813,2013-12-25,2014-01-01
19155,62814,2013-12-25,2014-01-01
19156,62815,2013-12-25,2014-01-01
19157,62816,2013-12-25,2014-01-01
19158,62817,2013-12-25,2014-01-01
19159,62818,2013-12-25,2014-01-01
19160,62819,2013-12-25,2014-01-01
19161,62820,2013-12-26,2014-01-02
19162,62821,2013-12-26,2014-01-02
19163,62822,2013-12-26,2014-01-02
19164,62823,2013-12-26,2014-01-02
19165,62824,2013-12-26,2014-01-02
19166,62825,2013-12-26,2014-01-02
19167,62826,2013-12-26,2014-01-02
19168,62827,2013-12-26,2014-01-02
19169,62828,2013-12-26,2014-01-02
19170,62829,2013-12-26,2014-01-02
19171,62830,2013-12-26,2014-01-02
19172,62831,2013-12-26,2014-01-02
19173,62832,2013-12-26,2014-01-02
19174,62833,2013-12-26,2014-01-02
19175,62834,2013-12-26,2014-01-02
19176,62835,2013-12-26,2014-01-02
19177,62836,2013-12-26,2014-01-02
19178,62837,2013-12-26,2014-01-02
19179,62838,2013-12-26,2014-01-02
19180,62839,2013-12-26,2014-01-02
19181,62840,2013-12-26,2014-01-02
19182,62841,2013-12-26,2014-01-02
19183,62842,2013-12-26,2014-01-02
19184,62843,2013-12-26,2014-01-02
19185,62844,2013-12-26,2014-01-02
19186,62845,2013-12-26,2014-01-02
19187,62846,2013-12-26,2014-01-02
19188,62847,2013-12-26,2014-01-02
19189,62848,2013-12-26,2014-01-02
19190,62849,2013-12-26,2014-01-02
19191,62850,2013-12-26,2014-01-02
19192,62851,2013-12-26,2014-01-02
19193,62852,2013-12-26,2014-01-02
19194,62853,2013-12-26,2014-01-02
19195,62854,2013-12-26,2014-01-02
19196,62855,2013-12-26,2014-01-02
19197,62856,2013-12-26,2014-01-02
19198,62857,2013-12-26,2014-01-02
19199,62858,2013-12-26,2014-01-02
19200,62859,2013-12-26,2014-01-02
19201,62860,2013-12-26,2014-01-02
19202,62861,2013-12-26,2014-01-02
19203,62862,2013-12-26,2014-01-02
19204,62863,2013-12-26,2014-01-02
19205,62864,2013-12-26,2014-01-02
19206,62865,2013-12-26,2014-01-02
19207,62866,2013-12-26,2014-01-02
19208,62867,2013-12-26,2014-01-02
19209,62868,2013-12-26,2014-01-02
19210,62869,2013-12-26,2014-01-02
19211,62870,2013-12-26,2014-01-02
19212,62871,2013-12-26,2014-01-02
19213,62872,2013-12-26,2014-01-02
19214,62873,2013-12-26,2014-01-02
19215,62874,2013-12-26,2014-01-02
19216,62875,2013-12-27,2014-01-03
19217,62876,2013-12-27,2014-01-03
19218,62877,2013-12-27,2014-01-03
19219,62878,2013-12-27,2014-01-03
19220,62879,2013-12-27,2014-01-03
19221,62880,2013-12-27,2014-01-03
19222,62881,2013-12-27,2014-01-03
19223,62882,2013-12-27,2014-01-03
19224,62883,2013-12-27,2014-01-03
19225,62884,2013-12-27,2014-01-03
19226,62885,2013-12-27,2014-01-03
19227,62886,2013-12-27,2014-01-03
19228,62887,2013-12-27,2014-01-03
19229,62888,2013-12-27,2014-01-03
19230,62889,2013-12-27,2014-01-03
19231,62890,2013-12-27,2014-01-03
19232,62891,2013-12-27,2014-01-03
19233,62892,2013-12-27,2014-01-03
19234,62893,2013-12-27,2014-01-03
19235,62894,2013-12-27,2014-01-03
19236,62895,2013-12-27,2014-01-03
19237,62896,2013-12-27,2014-01-03
19238,62897,2013-12-27,2014-01-03
19239,62898,2013-12-27,2014-01-03
19240,62899,2013-12-27,2014-01-03
19241,62900,2013-12-27,2014-01-03
19242,62901,2013-12-27,2014-01-03
19243,62902,2013-12-27,2014-01-03
19244,62903,2013-12-27,2014-01-03
19245,62904,2013-12-27,2014-01-03
19246,62905,2013-12-27,2014-01-03
19247,62906,2013-12-27,2014-01-03
19248,62907,2013-12-27,2014-01-03
19249,62908,2013-12-27,2014-01-03
19250,62909,2013-12-27,2014-01-03
19251,62910,2013-12-27,2014-01-03
19252,62911,2013-12-27,2014-01-03
19253,62912,2013-12-27,2014-01-03
19254,62913,2013-12-27,2014-01-03
19255,62914,2013-12-27,2014-01-03
19256,62915,2013-12-27,2014-01-03
19257,62916,2013-12-27,2014-01-03
19258,62917,2013-12-27,2014-01-03
19259,62918,2013-12-27,2014-01-03
19260,62919,2013-12-27,2014-01-03
19261,62920,2013-12-27,2014-01-03
19262,62921,2013-12-27,2014-01-03
19263,62922,2013-12-27,2014-01-03
19264,62923,2013-12-27,2014-01-03
19265,62924,2013-12-27,2014-01-03
19266,62925,2013-12-27,2014-01-03
19267,62926,2013-12-27,2014-01-03
19268,62927,2013-12-27,2014-01-03
19269,62928,2013-12-27,2014-01-03
19270,62929,2013-12-27,2014-01-03
19271,62930,2013-12-27,2014-01-03
19272,62931,2013-12-27,2014-01-03
19273,62932,2013-12-27,2014-01-03
19274,62933,2013-12-27,2014-01-03
19275,62934,2013-12-27,2014-01-03
19276,62935,2013-12-27,2014-01-03
19277,62936,2013-12-27,2014-01-03
19278,62937,2013-12-27,2014-01-03
19279,62938,2013-12-27,2014-01-03
19280,62939,2013-12-27,2014-01-03
19281,62940,2013-12-27,2014-01-03
19282,62941,2013-12-27,2014-01-03
19283,62942,2013-12-27,2014-01-03
19284,62943,2013-12-27,2014-01-03
19285,62944,2013-12-27,2014-01-03
19286,62945,2013-12-27,2014-01-03
19287,62946,2013-12-28,2014-01-04
19288,62947,2013-12-28,2014-01-04
19289,62948,2013-12-28,2014-01-04
19290,62949,2013-12-28,2014-01-04
19291,62950,2013-12-28,2014-01-04
19292,62951,2013-12-28,2014-01-04
19293,62952,2013-12-28,2014-01-04
19294,62953,2013-12-28,2014-01-04
19295,62954,2013-12-28,2014-01-04
19296,62955,2013-12-28,2014-01-04
19297,62956,2013-12-28,2014-01-04
19298,62957,2013-12-28,2014-01-04
19299,62958,2013-12-28,2014-01-04
19300,62959,2013-12-28,2014-01-04
19301,62960,2013-12-28,2014-01-04
19302,62961,2013-12-28,2014-01-04
19303,62962,2013-12-28,2014-01-04
19304,62963,2013-12-28,2014-01-04
19305,62964,2013-12-28,2014-01-04
19306,62965,2013-12-28,2014-01-04
19307,62966,2013-12-28,2014-01-04
19308,62967,2013-12-28,2014-01-04
19309,62968,2013-12-28,2014-01-04
19310,62969,2013-12-28,2014-01-04
19311,62970,2013-12-28,2014-01-04
19312,62971,2013-12-28,2014-01-04
19313,62972,2013-12-28,2014-01-04
19314,62973,2013-12-28,2014-01-04
19315,62974,2013-12-28,2014-01-04
19316,62975,2013-12-28,2014-01-04
19317,62976,2013-12-28,2014-01-04
19318,62977,2013-12-28,2014-01-04
19319,62978,2013-12-28,2014-01-04
19320,62979,2013-12-28,2014-01-04
19321,62980,2013-12-28,2014-01-04
19322,62981,2013-12-28,2014-01-04
19323,62982,2013-12-28,2014-01-04
19324,62983,2013-12-28,2014-01-04
19325,62984,2013-12-28,2014-01-04
19326,62985,2013-12-28,2014-01-04
19327,62986,2013-12-28,2014-01-04
19328,62987,2013-12-28,2014-01-04
19329,62988,2013-12-28,2014-01-04
19330,62989,2013-12-28,2014-01-04
19331,62990,2013-12-28,2014-01-04
19332,62991,2013-12-28,2014-01-04
19333,62992,2013-12-28,2014-01-04
19334,62993,2013-12-28,2014-01-04
19335,62994,2013-12-28,2014-01-04
19336,62995,2013-12-28,2014-01-04
19337,62996,2013-12-28,2014-01-04
19338,62997,2013-12-28,2014-01-04
19339,62998,2013-12-28,2014-01-04
19340,62999,2013-12-28,2014-01-04
19341,63000,2013-12-28,2014-01-04
19342,63001,2013-12-28,2014-01-04
19343,63002,2013-12-28,2014-01-04
19344,63003,2013-12-29,2014-01-05
19345,63004,2013-12-29,2014-01-05
19346,63005,2013-12-29,2014-01-05
19347,63006,2013-12-29,2014-01-05
19348,63007,2013-12-29,2014-01-05
19349,63008,2013-12-29,2014-01-05
19350,63009,2013-12-29,2014-01-05
19351,63010,2013-12-29,2014-01-05
19352,63011,2013-12-29,2014-01-05
19353,63012,2013-12-29,2014-01-05
19354,63013,2013-12-29,2014-01-05
19355,63014,2013-12-29,2014-01-05
19356,63015,2013-12-29,2014-01-05
19357,63016,2013-12-29,2014-01-05
19358,63017,2013-12-29,2014-01-05
19359,63018,2013-12-29,2014-01-05
19360,63019,2013-12-29,2014-01-05
19361,63020,2013-12-29,2014-01-05
19362,63021,2013-12-29,2014-01-05
19363,63022,2013-12-29,2014-01-05
19364,63023,2013-12-29,2014-01-05
19365,63024,2013-12-29,2014-01-05
19366,63025,2013-12-29,2014-01-05
19367,63026,2013-12-29,2014-01-05
19368,63027,2013-12-29,2014-01-05
19369,63028,2013-12-29,2014-01-05
19370,63029,2013-12-29,2014-01-05
19371,63030,2013-12-29,2014-01-05
19372,63031,2013-12-29,2014-01-05
19373,63032,2013-12-29,2014-01-05
19374,63033,2013-12-29,2014-01-05
19375,63034,2013-12-29,2014-01-05
19376,63035,2013-12-29,2014-01-05
19377,63036,2013-12-29,2014-01-05
19378,63037,2013-12-29,2014-01-05
19379,63038,2013-12-29,2014-01-05
19380,63039,2013-12-29,2014-01-05
19381,63040,2013-12-29,2014-01-05
19382,63041,2013-12-29,2014-01-05
19383,63042,2013-12-29,2014-01-05
19384,63043,2013-12-29,2014-01-05
19385,63044,2013-12-29,2014-01-05
19386,63045,2013-12-29,2014-01-05
19387,63046,2013-12-29,2014-01-05
19388,63047,2013-12-29,2014-01-05
19389,63048,2013-12-29,2014-01-05
19390,63049,2013-12-29,2014-01-05
19391,63050,2013-12-29,2014-01-05
19392,63051,2013-12-29,2014-01-05
19393,63052,2013-12-29,2014-01-05
19394,63053,2013-12-29,2014-01-05
19395,63054,2013-12-29,2014-01-05
19396,63055,2013-12-29,2014-01-05
19397,63056,2013-12-29,2014-01-05
19398,63057,2013-12-29,2014-01-05
19399,63058,2013-12-29,2014-01-05
19400,63059,2013-12-29,2014-01-05
19401,63060,2013-12-29,2014-01-05
19402,63061,2013-12-30,2014-01-06
19403,63062,2013-12-30,2014-01-06
19404,63063,2013-12-30,2014-01-06
19405,63064,2013-12-30,2014-01-06
19406,63065,2013-12-30,2014-01-06
19407,63066,2013-12-30,2014-01-06
19408,63067,2013-12-30,2014-01-06
19409,63068,2013-12-30,2014-01-06
19410,63069,2013-12-30,2014-01-06
19411,63070,2013-12-30,2014-01-06
19412,63071,2013-12-30,2014-01-06
19413,63072,2013-12-30,2014-01-06
19414,63073,2013-12-30,2014-01-06
19415,63074,2013-12-30,2014-01-06
19416,63075,2013-12-30,2014-01-06
19417,63076,2013-12-30,2014-01-06
19418,63077,2013-12-30,2014-01-06
19419,63078,2013-12-30,2014-01-06
19420,63079,2013-12-30,2014-01-06
19421,63080,2013-12-30,2014-01-06
19422,63081,2013-12-30,2014-01-06
19423,63082,2013-12-30,2014-01-06
19424,63083,2013-12-30,2014-01-06
19425,63084,2013-12-30,2014-01-06
19426,63085,2013-12-30,2014-01-06
19427,63086,2013-12-30,2014-01-06
19428,63087,2013-12-30,2014-01-06
19429,63088,2013-12-30,2014-01-06
19430,63089,2013-12-30,2014-01-06
19431,63090,2013-12-30,2014-01-06
19432,63091,2013-12-30,2014-01-06
19433,63092,2013-12-30,2014-01-06
19434,63093,2013-12-30,2014-01-06
19435,63094,2013-12-30,2014-01-06
19436,63095,2013-12-30,2014-01-06
19437,63096,2013-12-30,2014-01-06
19438,63097,2013-12-30,2014-01-06
19439,63098,2013-12-30,2014-01-06
19440,63099,2013-12-30,2014-01-06
19441,63100,2013-12-30,2014-01-06
19442,63101,2013-12-30,2014-01-06
19443,63102,2013-12-30,2014-01-06
19444,63103,2013-12-30,2014-01-06
19445,63104,2013-12-30,2014-01-06
19446,63105,2013-12-30,2014-01-06
19447,63106,2013-12-30,2014-01-06
19448,63107,2013-12-30,2014-01-06
19449,63108,2013-12-30,2014-01-06
19450,63109,2013-12-30,2014-01-06
19451,63110,2013-12-30,2014-01-06
19452,63111,2013-12-30,2014-01-06
19453,63112,2013-12-30,2014-01-06
19454,63113,2013-12-30,2014-01-06
19455,63114,2013-12-30,2014-01-06
19456,63115,2013-12-30,2014-01-06
19457,63116,2013-12-30,2014-01-06
19458,63117,2013-12-30,2014-01-06
19459,63118,2013-12-30,2014-01-06
19460,63119,2013-12-31,2014-01-07
19461,63120,2013-12-31,2014-01-07
19462,63121,2013-12-31,2014-01-07
19463,63122,2013-12-31,2014-01-07
19464,63123,2013-12-31,2014-01-07
19465,63124,2013-12-31,2014-01-07
19466,63125,2013-12-31,2014-01-07
19467,63126,2013-12-31,2014-01-07
19468,63127,2013-12-31,2014-01-07
19469,63128,2013-12-31,2014-01-07
19470,63129,2013-12-31,2014-01-07
19471,63130,2013-12-31,2014-01-07
19472,63131,2013-12-31,2014-01-07
19473,63132,2013-12-31,2014-01-07
